source_id,source_ref,data_year,watershed_id,water_system_code_old,water_system_name_ja_estimated,landuse_code_raw,landuse_name_ja,n_cells,area_km2
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0043,83032,相模川,1600,ゴルフ場,7,0.073329
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0044,83032,相模川,0500,森林,2068,21.68412
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0044,83032,相模川,0600,荒地,19,0.199226
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0044,83032,相模川,1100,河川地及び湖沼,13,0.136279
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0045,83032,,0100,田,8,0.083856
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0045,83032,,0200,その他の農用地,51,0.534577
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0045,83032,,0500,森林,2468,25.869602
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0045,83032,,0600,荒地,1,0.010481
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0045,83032,,0700,建物用地,20,0.209642
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0045,83032,,1000,その他の用地,3,0.031446
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0045,83032,,1100,河川地及び湖沼,29,0.303974
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0046,83032,,0100,田,5,0.052418
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0046,83032,,0500,森林,922,9.667985
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0046,83032,,0700,建物用地,3,0.031452
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0046,83032,,1000,その他の用地,1,0.010484
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0047,83032,,0100,田,15,0.157266
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0047,83032,,0200,その他の農用地,25,0.262092
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0047,83032,,0500,森林,657,6.888189
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0047,83032,,0700,建物用地,16,0.167739
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0047,83032,,1000,その他の用地,1,0.010483
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0047,83032,,1100,河川地及び湖沼,7,0.073389
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0048,83032,,0500,森林,211,2.212989
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,0100,田,1,0.01047
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,0200,その他の農用地,105,1.099613
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,0500,森林,1914,20.04086
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,0600,荒地,1,0.010469
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,0700,建物用地,197,2.062937
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,0901,道路,14,0.146574
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,0902,鉄道,9,0.094231
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,1000,その他の用地,51,0.534086
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0049,83032,相模川,1100,河川地及び湖沼,87,0.911035
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0050,83032,相模川,0200,その他の農用地,31,0.324588
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0050,83032,相模川,0500,森林,300,3.140936
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0050,83032,相模川,0600,荒地,2,0.020941
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0050,83032,相模川,0700,建物用地,51,0.53401
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0050,83032,相模川,0901,道路,13,0.136114
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0050,83032,相模川,0902,鉄道,2,0.020941
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0050,83032,相模川,1000,その他の用地,5,0.052356
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0050,83032,相模川,1100,河川地及び湖沼,104,1.088992
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0051,83032,相模川,0100,田,1,0.010474
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0051,83032,相模川,0200,その他の農用地,17,0.17805
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0051,83032,相模川,0500,森林,644,6.745308
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0051,83032,相模川,0600,荒地,5,0.052371
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0051,83032,相模川,0700,建物用地,7,0.07332
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0051,83032,相模川,1100,河川地及び湖沼,15,0.157079
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0052,83032,相模川,0200,その他の農用地,12,0.125661
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0052,83032,相模川,0500,森林,48,0.502655
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0052,83032,相模川,0700,建物用地,22,0.230376
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0052,83032,相模川,0901,道路,1,0.010471
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0052,83032,相模川,0902,鉄道,3,0.031413
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0052,83032,相模川,1000,その他の用地,3,0.031414
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0052,83032,相模川,1100,河川地及び湖沼,14,0.1466
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0053,83032,相模川,0200,その他の農用地,59,0.61762
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0053,83032,相模川,0500,森林,1726,18.066417
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0053,83032,相模川,0600,荒地,1,0.010466
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0053,83032,相模川,0700,建物用地,33,0.345483
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0053,83032,相模川,0901,道路,3,0.031412
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0053,83032,相模川,0902,鉄道,3,0.031413
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0053,83032,相模川,1000,その他の用地,3,0.031411
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0053,83032,相模川,1100,河川地及び湖沼,1,0.010471
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0054,83032,相模川,0200,その他の農用地,7,0.073308
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0054,83032,相模川,0500,森林,213,2.230665
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0054,83032,相模川,0600,荒地,4,0.041892
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0054,83032,相模川,0700,建物用地,39,0.40842
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0054,83032,相模川,1000,その他の用地,4,0.041889
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0054,83032,相模川,1100,河川地及び湖沼,16,0.167554
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0055,83032,相模川,0200,その他の農用地,23,0.240935
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0055,83032,相模川,0500,森林,433,4.536042
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0055,83032,相模川,0600,荒地,15,0.157154
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0055,83032,相模川,0700,建物用地,16,0.167609
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0055,83032,相模川,1000,その他の用地,8,0.083804
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0055,83032,相模川,1600,ゴルフ場,65,0.680977
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0056,83032,相模川,0200,その他の農用地,29,0.303755
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0056,83032,相模川,0500,森林,170,1.780646
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0056,83032,相模川,0600,荒地,2,0.02095
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0056,83032,相模川,0700,建物用地,27,0.282814
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0056,83032,相模川,1000,その他の用地,3,0.031424
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0056,83032,相模川,1600,ゴルフ場,29,0.303761
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0057,83032,相模川,0200,その他の農用地,11,0.115211
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0057,83032,相模川,0500,森林,570,5.970173
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0057,83032,相模川,0600,荒地,1,0.010474
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0057,83032,相模川,0700,建物用地,1,0.010473
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0057,83032,相模川,1600,ゴルフ場,8,0.083785
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0058,83032,相模川,0200,その他の農用地,24,0.251393
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0058,83032,相模川,0500,森林,146,1.529332
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0058,83032,相模川,0600,荒地,2,0.020949
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0058,83032,相模川,0700,建物用地,6,0.062848
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0058,83032,相模川,1000,その他の用地,4,0.041896
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0058,83032,相模川,1600,ゴルフ場,12,0.125706
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0059,83032,相模川,0200,その他の農用地,11,0.115244
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0059,83032,相模川,0500,森林,351,3.677558
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0059,83032,相模川,0700,建物用地,2,0.020955
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0060,83032,,0200,その他の農用地,7,0.073347
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0060,83032,,0500,森林,638,6.685116
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0060,83032,,0600,荒地,4,0.041914
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0061,83032,,0100,田,10,0.104764
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0061,83032,,0200,その他の農用地,30,0.314277
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0061,83032,,0500,森林,1166,12.216054
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0061,83032,,0600,荒地,2,0.020949
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0061,83032,,0700,建物用地,33,0.345707
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0061,83032,,1000,その他の用地,7,0.073333
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0061,83032,,1100,河川地及び湖沼,10,0.104764
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0061,83032,,1600,ゴルフ場,43,0.450536
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0062,83032,,0200,その他の農用地,5,0.052385
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0062,83032,,0500,森林,704,7.377077
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0062,83032,,0600,荒地,3,0.031435
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0062,83032,,0700,建物用地,4,0.041908
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0063,83032,,0100,田,12,0.125714
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0063,83032,,0200,その他の農用地,42,0.440005
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0063,83032,,0500,森林,1294,13.55666
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0063,83032,,0600,荒地,2,0.020952
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0063,83032,,0700,建物用地,23,0.240957
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0063,83032,,1000,その他の用地,1,0.010476
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0064,83032,相模川,0200,その他の農用地,23,0.240836
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0064,83032,相模川,0500,森林,143,1.497321
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0064,83032,相模川,0700,建物用地,54,0.565434
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0064,83032,相模川,0901,道路,7,0.073294
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0064,83032,相模川,0902,鉄道,3,0.031413
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0064,83032,相模川,1000,その他の用地,3,0.031416
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0064,83032,相模川,1100,河川地及び湖沼,22,0.230363
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,0100,田,10,0.104713
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,0200,その他の農用地,19,0.19896
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,0500,森林,324,3.392915
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,0600,荒地,3,0.031416
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,0700,建物用地,154,1.612449
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,0901,道路,7,0.073292
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,0902,鉄道,2,0.020941
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,1000,その他の用地,42,0.439768
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,1100,河川地及び湖沼,54,0.565433
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0065,83032,相模川,1600,ゴルフ場,32,0.335125
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0066,83032,相模川,0200,その他の農用地,51,0.533819
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0066,83032,相模川,0500,森林,562,5.882712
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0066,83032,相模川,0600,荒地,2,0.020935
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0066,83032,相模川,0700,建物用地,75,0.785119
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0066,83032,相模川,0901,道路,3,0.03141
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0066,83032,相模川,1000,その他の用地,5,0.052341
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0066,83032,相模川,1100,河川地及び湖沼,1,0.010471
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0066,83032,相模川,1600,ゴルフ場,15,0.156996
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0067,83032,,0100,田,6,0.062829
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0067,83032,,0200,その他の農用地,16,0.167542
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0067,83032,,0500,森林,707,7.403891
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0067,83032,,0700,建物用地,50,0.523558
nlni_l03b_landuse_by_watershed,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-L03-b.html#L03-b-16,2016,83032-0067,83032,,0902,鉄道,2,0.020943
