category_ja,category_parent_ja,origin_ja,taxon_group_ja,family_ja,scientific_name,vernacular_name_ja,ias_law_status_ja,establishment_stage_ja,selection_reason_ja,problem_area_ja,kingdom_sheet_ja,note_ja,source_id,source_ref
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Lepomis macrochirus,ブルーギル,特定外来,分布拡大期～まん延期,"Ⅰ,Ⅱ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=127
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Micropterus dolomieu,コクチバス,特定外来,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=128
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Micropterus salmoides,オオクチバス,特定外来,分布拡大期～まん延期,"Ⅰ,Ⅱ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=129
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Linepithema humile,アルゼンチンアリ,特定外来,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=130
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Solenopsis geminata,アカカミアリ,特定外来,定着初期／限定分布,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=131
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Vespa velutina,ツマアカスズメバチ,特定外来,定着初期／限定分布,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=132
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,陸生節足動物,,Latrodectus geometricus,ハイイロゴケグモ,特定外来,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=133
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,陸生節足動物,,Latrodectus hasseltii,セアカゴケグモ,特定外来,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=134
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,陸生節足動物,,Latrodectus mactans,クロゴケグモ,特定外来,定着初期／限定分布,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=135
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Limnoperna spp.,カワヒバリガイ属,特定外来,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=136
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Pacifastacus leniusculus,ウチダザリガニ（タンカイザリガニを含む）,特定外来,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=137
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Procambarus clarkii,アメリカザリガニ,*,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=138
緊急対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Platydemus manokwari,ニューギニアヤリガタリクウズムシ,特定外来,小笠原・南西諸島,"Ⅰ,Ⅱ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=139
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Oryctolagus cuniculus,カイウサギ（アナウサギ）,,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=141
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Erinaceus spp.,ハリネズミ属（アムールハリネズミ（マンシュウハリネズミ）など）,特定外来,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=142
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Paguma larvata,ハクビシン,,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=143
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Canis lupus,ノイヌ（イヌの野生化したもの）,,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=144
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Neovison vison,アメリカミンク（ミンク）,特定外来,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=145
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Sus scrofa,ノブタ・イノブタ（ブタ・イノブタの野生化したもの）,,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=146
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Cervus spp.,シカ属（国内産ニホンジカを除く）,特定外来,定着初期／限定分布,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=147
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Tamias sibiricus,シマリス（チョウセンシマリス）,*,定着初期／限定分布？,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=148
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Mus musculus,ハツカネズミ,,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=149
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Ondatra ziberhicus,マスクラット,特定外来,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=150
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Rattus norvegicus,ドブネズミ,,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=151
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Garrulax canorus,ガビチョウ,特定外来,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=152
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Garrulax perspicillatus,カオグロガビチョウ,特定外来,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=153
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Garrulax sannio,カオジロガビチョウ,特定外来,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=154
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Leiothrix lutea,ソウシチョウ,特定外来,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=155
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,爬虫類,,Iguana iguana,グリーンイグアナ,*,小笠原・南西諸島,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=156
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,両生類,,Andrias davidianus,チュウゴクオオサンショウウオ,,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=157
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,両生類,,Rana catesbeiana（Lithobates catesbeianus),ウシガエル,特定外来,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=158
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,両生類,,Polypedates leucomystax,シロアゴガエル,特定外来,小笠原・南西諸島,"Ⅰ,Ⅱ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=159
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Rhodeus ocellatus ocellatus,タイリクバラタナゴ,*,分布拡大期～まん延期,"Ⅰ,Ⅱ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=160
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Gambusia affinis,カダヤシ,特定外来,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=161
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Sericinus montela,ホソオチョウ（ホソオアゲハ）,*,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=162
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Hestina assimilis assimilis,アカボシゴマダラ大陸亜種（名義タイプ亜種）,*,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=163
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Rhabdoscelus obscurus,カンショオサゾウムシ,,小笠原・南西諸島,"Ⅰ,Ⅱ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=164
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Pomacea canaliculata,スクミリンゴガイ,*,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=165
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Pomacea insulaｒum,ラプラタリンゴガイ,,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=166
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Achatina fulica,アフリカマイマイ,*,定着初期／限定分布,"Ⅰ,Ⅱ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=167
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Ascidiella aspersa,ヨーロッパザラボヤ,,定着初期／限定分布,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=168
重点対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Euglandina rosea,ヤマヒタチオビ,特定外来,小笠原・南西諸島,"Ⅰ,Ⅱ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=169
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,哺乳類,,Saimiri sciureus,リスザル,*,定着初期／限定分布？,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=171
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Colinus virginianus,コリンウズラ,*,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=172
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Phasianus colchicus karpowi,コウライキジ（大陸産亜種）,,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=173
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Cygnus olor,コブハクチョウ,,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=174
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Himantopus mexicanus,クロエリセイタカシギ,*,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=175
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Psittacula krameri manillensis,ワカケホンセイインコ,,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=176
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Pycnonotus sinensis ssp.,シロガシラ,,分布拡大期～まん延期,Ⅲ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=177
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,鳥類,,Garrulax cineraceus,ヒゲガビチョウ,未判定,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=178
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,爬虫類,,Mauremys mutica mutica,ミナミイシガメ,,定着初期／限定分布,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=179
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,爬虫類,,Pelodiscus sinensis sinensis,チュウゴクスッポン,*,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=180
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,爬虫類,,Japalura swinhonis,スインホーキノボリトカゲ,,定着初期／限定分布,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=181
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,両生類,,Xenopus laevis,アフリカツメガエル,*,定着初期／限定分布,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=182
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Acheliognathus macropterus,オオタナゴ,*,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=183
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Hypophthalmichthys molitrix,ハクレン,,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=184
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Aristichthys nobilis,コクレン,,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=185
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Ctenopharhyngodon idellus,ソウギョ,*,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=186
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Mylopharyngodon piceus,アオウオ,*,定着初期／限定分布,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=187
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Paramisgurnus dabryanus,カラドジョウ,*,分布拡大期～まん延期,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=188
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Pseudobagrus fulvidraco,コウライギギ,,定着初期／限定分布,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=189
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Salvelinus fontinalis,カワマス,*,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=190
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Odontesthes bonariensis,ペヘレイ,,定着初期／限定分布,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=191
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Oreochromis mossambicus,カワスズメ,*,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=192
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Oreochromis niloticus,ナイルティラピア,*,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=193
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Tilapia zillii,ジルティラピア,,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=194
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Danio albolineatus,パ－ルダニオ,,小笠原・南西諸島,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=195
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Danio rerio,ゼブラダニオ,,小笠原・南西諸島,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=196
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Tanichthys albonubes,アカヒレ,,小笠原・南西諸島,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=197
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Pterygoplichthys anisitsi,スノープレコ,,小笠原・南西諸島,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=198
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Pterygoplichthys disjunctivus,マダラロリカリア,*,小笠原・南西諸島,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=199
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Pterygoplichthys pardalis,アマゾンセイルフィンキャットフィッシュ,,小笠原・南西諸島,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=200
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Clarias batrachus,ウォーキングキャットフィッシュ,*,小笠原・南西諸島,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=201
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Clarias fuscus,ヒレナマズ,,小笠原・南西諸島,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=202
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Xiphophorus hellerii,ソ－ドテ－ル,,小笠原・南西諸島,"Ⅰ,Ⅳ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=203
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Poecilia reticulata,グッピ－,*,小笠原・南西諸島,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=204
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Pseudambassis ranga,インディアングラスフィッシュ,,小笠原・南西諸島,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=205
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Cichlasoma nigrofasciatum,コンウ゛ィクトシクリッド,,小笠原・南西諸島,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=206
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,魚類,,Oreochromis aureus,ブルーティラピア,,小笠原・南西諸島,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=207
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Protaetia orientalis sakaii,シロテンハナムグリ台湾亜種（サカイシロテンハナムグリ）,*,定着初期／限定分布,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=208
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Aromia bungii,クビアカツヤカミキリ（クロジャコウカミキリ）,,定着初期／限定分布,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=209
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Sagra femorata,フェモラータオオモモブトハムシ,,定着初期／限定分布,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=210
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Delta pyriforme,チャイロネッタイスズバチ,*,小笠原・南西諸島,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=211
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,昆虫類,,Ropalidia marginata,ナンヨウチビアシナガバチ,*,小笠原・南西諸島,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=212
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,陸生節足動物,,Chamberlinius hualienensis,ヤンバルトサカヤスデ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=213
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Bursaphelenchus xylophilus,マツノザイセンチュウ,,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=214
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Crepidula onyx,シマメノウフネガイ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=215
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Potamopyrgus antipodarum,コモチカワツボ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=216
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Nassarius sinarus,カラムシロ,*,定着初期／限定分布,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=217
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Lymnaea columella,ハブタエモノアラガイ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=218
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Rumina decollata,オオクビキレガイ,,分布拡大期～まん延期,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=219
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Limax maximus,マダラコウラナメクジ,,定着初期／限定分布,Ⅳ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=220
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Mytilus galloprovincialis,ムラサキイガイ,*,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=221
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Perna viridis,ミドリイガイ,*,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=222
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Xenostrobus securis,コウロエンカワヒバリガイ,*,分布拡大期～まん延期,"Ⅰ,Ⅲ",,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=223
その他の総合対策外来種,総合的に対策が必要な外来種（総合対策外来種）,国外由来の外来種,その他の無脊椎動物,,Corbicula fluminea,タイワンシジミ,*,分布拡大期～まん延期,Ⅰ,,動物,,moe_ias_list,https://www.env.go.jp/nature/intro/2outline/list/list2.xls#動物!row=224
