taxon_id,scientific_name,vernacular_name_ja,source_id,query_name,query_variant,taxon_key,accepted_scientific_name,kingdom,phylum,class,order,family,genus,rank,matchType,confidence,status,note
kroyeria elongata,Kroyeria elongata,和名なし,moe_redlist,Kroyeria elongata,verbatim,5719673,"Kroyeria elongata Pillai, 1967",Animalia,Arthropoda,Copepoda,Siphonostomatoida,Kroyeriidae,Kroyeria,SPECIES,EXACT,99,ACCEPTED,
balanoglossus simodensis,Balanoglossus simodensis,シモダギボシムシ,moe_redlist,Balanoglossus simodensis,verbatim,5842802,"Balanoglossus simodensis Miyamoto & Saito, 2007",Animalia,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus,SPECIES,EXACT,99,ACCEPTED,
iris sanguinea hornem.,Iris sanguinea Hornem.,アヤメ,kanagawa_redlist,Iris sanguinea Hornem.,verbatim,5298821,Iris sanguinea Hornem.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,SPECIES,EXACT,100,ACCEPTED,
syrrhopodon japonicus (besch.) broth.,Syrrhopodon japonicus (Besch.) Broth.,カタシロゴケ,kanagawa_redlist,Syrrhopodon japonicus (Besch.) Broth.,verbatim,2670288,Syrrhopodon Schwägr.,Plantae,Bryophyta,Bryopsida,Dicranales,Calymperaceae,Syrrhopodon,GENUS,HIGHERRANK,100,ACCEPTED,
octaviania durianelloides orihara,Octaviania durianelloides Orihara,チャイボホシミノタマタケ（仮称）,kanagawa_redlist,Octaviania durianelloides Orihara,verbatim,8029405,Octaviania durianelloides Orihara,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Octaviania,SPECIES,EXACT,100,ACCEPTED,
"asiagomphus pryeri (selys, 1883)","Asiagomphus pryeri (Selys, 1883)",キイロサナエ,kanagawa_redlist,"Asiagomphus pryeri (Selys, 1883)",verbatim,6243281,"Asiagomphus pryeri (Selys, 1883)",Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Asiagomphus,SPECIES,EXACT,100,ACCEPTED,
mustela itatsi,Mustela itatsi,伊豆諸島などのニホンイタチ,moe_ias_list,Mustela itatsi,verbatim,5218962,"Mustela itatsi Temminck, 1844",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,SPECIES,EXACT,98,ACCEPTED,
odontesthes bonariensis,Odontesthes bonariensis,ペヘレイ,moe_ias_list,Odontesthes bonariensis,verbatim,2412370,"Odontesthes bonariensis (Valenciennes, 1835)",Animalia,Chordata,,Atheriniformes,Atherinopsidae,Odontesthes,SPECIES,EXACT,99,ACCEPTED,
amphibalanus amphitrite,Amphibalanus amphitrite,タテジマフジツボ,moe_ias_list,Amphibalanus amphitrite,verbatim,4805564,"Amphibalanus amphitrite (Darwin, 1854)",Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Amphibalanus,SPECIES,EXACT,99,ACCEPTED,
mikania micrantha,Mikania micrantha,ツルヒヨドリ（ツルギク、ミカニア・ミクランサ）,moe_ias_list,Mikania micrantha,verbatim,5398421,Mikania micrantha Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,SPECIES,EXACT,97,ACCEPTED,
numenius minutus,Numenius minutus,コシャクシギ,moe_redlist,Numenius minutus,verbatim,2481782,"Numenius minutus Gould, 1841",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,SPECIES,EXACT,99,ACCEPTED,
viola stoloniflora,Viola stoloniflora,オリヅルスミレ,moe_redlist,Viola stoloniflora,verbatim,5664298,Viola stoloniflora Yokota & Higa,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,SPECIES,EXACT,99,ACCEPTED,
barbilophozia hatcheri,Barbilophozia hatcheri,ヒメモミジゴケ,moe_redlist,Barbilophozia hatcheri,verbatim,2689433,Barbilophozia hatcheri (A.Evans) Loeske,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Barbilophozia,SPECIES,EXACT,99,ACCEPTED,
nitella allenii var. allenii,Nitella allenii var. allenii,アレンフラスコモ,moe_redlist,Nitella allenii var. allenii,verbatim,2637771,"Nitella C.Agardh, 1824",Plantae,Charophyta,Charophyceae,Charales,Characeae,Nitella,GENUS,HIGHERRANK,94,ACCEPTED,
paulia japonica,Paulia japonica,ヤブレガサゴケ,moe_redlist,Paulia japonica,verbatim,5493865,Paulia japonica Asahina,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Paulia,SPECIES,EXACT,99,ACCEPTED,
inonotus obliquus,Inonotus obliquus,カバノアナタケ,moe_redlist,Inonotus obliquus,verbatim,2521089,Inonotus obliquus (Fr.) Pilát,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inonotus,SPECIES,EXACT,99,ACCEPTED,
myotis gracilis,Myotis gracilis,ウスリホオヒゲコウモリ,moe_redlist,Myotis gracilis,verbatim,8202569,"Myctis gracilis Westwood, 1842",Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Mercennus,SPECIES,FUZZY,84,SYNONYM,
microphis jagorii,Microphis jagorii,ヒメテングヨウジ,moe_redlist,Microphis jagorii,verbatim,5201013,"Microphis jagorii Peters, 1868",Animalia,Chordata,,Syngnathiformes,Syngnathidae,Oostethus,SPECIES,EXACT,98,SYNONYM,
luciola owadai,Luciola owadai,クメジマボタル,moe_redlist,Luciola owadai,verbatim,6990475,"Luciola owadai Satô & Kimura, 1994",Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Luciola,SPECIES,EXACT,99,ACCEPTED,
gammatricula shini,Gammatricula shini,ヨナグニカタヤマガイ,moe_redlist,Gammatricula shini,verbatim,9792135,"Gammatricula shini (Habe, 1961)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Gammatricula,SPECIES,EXACT,99,ACCEPTED,
cirrodrilus sapporensis,Cirrodrilus sapporensis,ザリガニミミズ,moe_redlist,Cirrodrilus sapporensis,verbatim,8258916,"Cirrodrilus sapporensis (Pierantoni, 1906)",Animalia,Annelida,Clitellata,Branchiobdellida,Branchiobdellidae,Cirrodrilus,SPECIES,EXACT,99,ACCEPTED,
aulichthys japonicus,Aulichthys japonicus,クダヤガラ,moe_redlist,Aulichthys japonicus,verbatim,2356483,"Aulichthys japonicus Brevoort, 1862",Animalia,Chordata,,Gasterosteiformes,Hypoptychidae,Aulichthys,SPECIES,EXACT,99,ACCEPTED,
kroyeria sublineata,Kroyeria sublineata,和名なし,moe_redlist,Kroyeria sublineata,verbatim,5719666,"Kroyeria sublineata Yamaguti & Yamasu, 1959",Animalia,Arthropoda,Copepoda,Siphonostomatoida,Kroyeriidae,Kroyeria,SPECIES,EXACT,99,ACCEPTED,
saccoglossus borealis,Saccoglossus borealis,キタギボシムシ,moe_redlist,Saccoglossus borealis,verbatim,2254472,"Saccoglossus borealis Okuda & Yamada, 1955",Animalia,Hemichordata,Enteropneusta,,Harrimaniidae,Harrimania,SPECIES,EXACT,98,SYNONYM,
polygonatum humile fisch. ex maxim.,Polygonatum humile Fisch. ex Maxim.,ヒメイズイ,kanagawa_redlist,Polygonatum humile Fisch. ex Maxim.,verbatim,2770302,Polygonatum humile Fisch. ex Maxim.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,SPECIES,EXACT,100,ACCEPTED,
eucladium verticillatum (brid.) bruch & schimp.,Eucladium verticillatum (Brid.) Bruch & Schimp.,ダンダンゴケ,kanagawa_redlist,Eucladium verticillatum (Brid.) Bruch & Schimp.,verbatim,2671130,Eucladium verticillatum (With.) Bruch & Schimp.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Eucladium,SPECIES,EXACT,100,ACCEPTED,
haplotrichum croceum (mont.) partr. & morgan-jones,Haplotrichum croceum (Mont.) Partr. & Morgan-Jones,タブノキキハダカビ,kanagawa_redlist,Haplotrichum croceum (Mont.) Partr. & Morgan-Jones,verbatim,6327268,Haplotrichum croceum (Mont.) Partr. & Morgan-Jones,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Haplotrichum,SPECIES,EXACT,100,ACCEPTED,
"rhyothemis fuliginosa selys, 1883","Rhyothemis fuliginosa Selys, 1883",チョウトンボ,kanagawa_redlist,"Rhyothemis fuliginosa Selys, 1883",verbatim,1428108,"Rhyothemis fuliginosa Selys, 1883",Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Rhyothemis,SPECIES,EXACT,100,ACCEPTED,
nyctereutes procyonoides,Nyctereutes procyonoides,奥尻島・屋久島のタヌキ,moe_ias_list,Nyctereutes procyonoides,verbatim,2434552,"Nyctereutes procyonoides (Gray, 1834)",Animalia,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,SPECIES,EXACT,99,ACCEPTED,
oreochromis mossambicus,Oreochromis mossambicus,カワスズメ,moe_ias_list,Oreochromis mossambicus,verbatim,2372396,"Oreochromis mossambicus (Peters, 1852)",Animalia,Chordata,,Perciformes,Cichlidae,Oreochromis,SPECIES,EXACT,99,ACCEPTED,
amphibalanus eburneus,Amphibalanus eburneus,アメリカフジツボ,moe_ias_list,Amphibalanus eburneus,verbatim,5862470,"Amphibalanus eburneus (Gould, 1841)",Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Amphibalanus,SPECIES,EXACT,99,ACCEPTED,
sphagneticola trilobata,Sphagneticola trilobata,アメリカハマグルマ（ミツバハマグルマ）,moe_ias_list,Sphagneticola trilobata,verbatim,3116842,Sphagneticola trilobata (L.) Pruski,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,SPECIES,EXACT,99,ACCEPTED,
sterna bergii cristata,Sterna bergii cristata,オオアジサシ,moe_redlist,Sterna bergii cristata,verbatim,6486596,"Sterna bergii cristata Stephens, 1826",Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,SUBSPECIES,EXACT,98,SYNONYM,
huperzia somae,Huperzia somae,コスギトウゲシバ,moe_redlist,Huperzia somae,verbatim,4925324,Huperzia somae (Hayata) Ching,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,SPECIES,EXACT,99,ACCEPTED,
hattoria yakushimensis,Hattoria yakushimensis,ヤクシマアミバゴケ,moe_redlist,Hattoria yakushimensis,verbatim,5286353,Hattoria yakushimensis (Horik.) R.M.Schust.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Hattoria,SPECIES,EXACT,99,ACCEPTED,
nitella comptonii,Nitella comptonii,ジュズフサフラスコモ,moe_redlist,Nitella comptonii,verbatim,2637825,"Nitella comptonii J.Groves, 1922",Plantae,Charophyta,Charophyceae,Charales,Characeae,Nitella,SPECIES,EXACT,99,ACCEPTED,
thyrea latissima,Thyrea latissima,オオバキセガワノリ,moe_redlist,Thyrea latissima,verbatim,3477037,Thyrea latissima Asahina,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Thyrea,SPECIES,EXACT,99,ACCEPTED,
sanghuangporus sanghuang,Sanghuangporus sanghuang,メシマコブ,moe_redlist,Sanghuangporus sanghuang,verbatim,7409216,"Sanghuangporus sanghuang (Sheng H.Wu, T.Hatt. & Y.C.Dai) Sheng H.Wu, L.W.Zhou & Y.C.Dai",Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Sanghuangporus,SPECIES,EXACT,99,ACCEPTED,
myotis nattereri bombinus,Myotis nattereri bombinus,ホンドノレンコウモリ,moe_redlist,Myotis nattereri bombinus,verbatim,8947673,"Myotis nattereri bombinus Thomas, 1906",Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,SUBSPECIES,EXACT,98,SYNONYM,
microphis retzii,Microphis retzii,タニヨウジ,moe_redlist,Microphis retzii,verbatim,5201017,"Microphis retzii (Bleeker, 1856)",Animalia,Chordata,,Syngnathiformes,Syngnathidae,Microphis,SPECIES,EXACT,99,ACCEPTED,
glipa asahinai,Glipa asahinai,キンモンオビハナノミ,moe_redlist,Glipa asahinai,verbatim,1046030,"Glipa LeConte, 1859",Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Glipa,GENUS,HIGHERRANK,94,ACCEPTED,
truncatella oagariensis,Truncatella oagariensis,オカクビキレ,moe_redlist,Truncatella oagariensis,verbatim,11186311,"Truncatella oagariensis (Kuroda, 1960)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Truncatellidae,Truncatella,SPECIES,EXACT,99,ACCEPTED,
cirrodrilus uchidai,Cirrodrilus uchidai,ウチダザリガニミミズ,moe_redlist,Cirrodrilus uchidai,verbatim,7376213,"Cirrodrilus uchidai (Yamaguchi, 1932)",Animalia,Annelida,Clitellata,Branchiobdellida,Branchiobdellidae,Cirrodrilus,SPECIES,EXACT,99,ACCEPTED,
bulbonaricus brauni,Bulbonaricus brauni,チンヨウジウオ,moe_redlist,Bulbonaricus brauni,verbatim,2332798,"Bulbonaricus brauni (Dawson & Allen, 1978)",Animalia,Chordata,,Syngnathiformes,Syngnathidae,Bulbonaricus,SPECIES,EXACT,99,ACCEPTED,
lernaeopoda oviformis,Lernaeopoda oviformis,ダンゴナガクビムシ,moe_redlist,Lernaeopoda oviformis,verbatim,4329650,"Lernaeopoda oviformis Shiino, 1956",Animalia,Arthropoda,Copepoda,Siphonostomatoida,Lernaeopodidae,Neoalbionella,SPECIES,EXACT,98,SYNONYM,
epigonichthysmaldivensis,Epigonichthysmaldivensis,カタナメクジウオ,moe_redlist,Epigonichthysmaldivensis,verbatim,,,,,,,,,,NONE,100,,
monochoria korsakowii regel & maack,Monochoria korsakowii Regel & Maack,ミズアオイ,kanagawa_redlist,Monochoria korsakowii Regel & Maack,verbatim,2766009,Monochoria korsakowii Regel & Maack,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,Pontederia,SPECIES,EXACT,100,SYNONYM,
gymnostomiella longinervis broth.,Gymnostomiella longinervis Broth.,フガゴケ,kanagawa_redlist,Gymnostomiella longinervis Broth.,verbatim,2671819,Gymnostomiella longinervis Broth.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Gymnostomiella,SPECIES,EXACT,100,ACCEPTED,
pseudoinonotus dryadeus (pers.) t. wagner & m. fisch.,Pseudoinonotus dryadeus (Pers.) T. Wagner & M. Fisch.,マクラタケ,kanagawa_redlist,Pseudoinonotus dryadeus (Pers.) T. Wagner & M. Fisch.,verbatim,2520036,Pseudoinonotus dryadeus (Pers.) T.Wagner & M.Fisch.,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pseudoinonotus,SPECIES,EXACT,100,ACCEPTED,
"sympetrum infuscatum (selys, 1883)","Sympetrum infuscatum (Selys, 1883)",ノシメトンボ,kanagawa_redlist,"Sympetrum infuscatum (Selys, 1883)",verbatim,1428269,"Sympetrum infuscatum (Selys, 1883)",Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,SPECIES,EXACT,100,ACCEPTED,
martes melampus,Martes melampus,北海道・佐渡のテン,moe_ias_list,Martes melampus,verbatim,5218859,"Martes melampus (Wagner, 1840)",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,SPECIES,EXACT,99,ACCEPTED,
oreochromis niloticus,Oreochromis niloticus,ナイルティラピア,moe_ias_list,Oreochromis niloticus,verbatim,4285694,"Oreochromis niloticus (Linnaeus, 1758)",Animalia,Chordata,,Perciformes,Cichlidae,Oreochromis,SPECIES,EXACT,97,ACCEPTED,
amphibalanus improvisus,Amphibalanus improvisus,ヨーロッパフジツボ,moe_ias_list,Amphibalanus improvisus,verbatim,6467647,"Amphibalanus improvisus (Darwin, 1854)",Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Amphibalanus,SPECIES,EXACT,99,ACCEPTED,
carpobrotus edulis,Carpobrotus edulis,バクヤギク（エデュリス、莫邪菊）,moe_ias_list,Carpobrotus edulis,verbatim,3084842,Carpobrotus edulis (L.) N.E.Br.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus,SPECIES,EXACT,98,ACCEPTED,
sterna albifrons sinensis,Sterna albifrons sinensis,コアジサシ,moe_redlist,Sterna albifrons sinensis,verbatim,5793215,"Sterna albifrons sinensis Pallas, 1764",Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,SUBSPECIES,EXACT,98,SYNONYM,
lycopodiella caroliniana,Lycopodiella caroliniana,イヌヤチスギラン,moe_redlist,Lycopodiella caroliniana,verbatim,2688362,Lycopodiella caroliniana (L.) Pic.Serm.,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Pseudolycopodiella,SPECIES,EXACT,98,SYNONYM,
neoorthocaulis floerkei,Neoorthocaulis floerkei,ミツデモミジゴケ,moe_redlist,Neoorthocaulis floerkei,verbatim,7653258,"Neoorthocaulis floerkei (F.Weber & D.Mohr) L.Söderstr., De Roo & Hedd.",Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Neoorthocaulis,SPECIES,EXACT,99,ACCEPTED,
nitella flexilis var. bifurcata,Nitella flexilis var. bifurcata,チュウゼンジフラスコモ,moe_redlist,Nitella flexilis var. bifurcata,verbatim,9545260,Nitella flexilis (L.) C.Agardh,Plantae,Charophyta,Charophyceae,Charales,Characeae,Nitella,SPECIES,HIGHERRANK,97,ACCEPTED,
cetraria odontella,Cetraria odontella,トゲエイランタイモドキ,moe_redlist,Cetraria odontella,verbatim,6017804,Cetraria odontella (Ach.) Ach.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,SPECIES,EXACT,99,ACCEPTED,
albatrellus ovinus,Albatrellus ovinus,ニンギョウタケモドキ,moe_redlist,Albatrellus ovinus,verbatim,2551823,Albatrellus ovinus (Schaeff.) Kotl. & Pouzar,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Albatrellus,SPECIES,EXACT,99,ACCEPTED,
myotis pruinosus,Myotis pruinosus,クロホオヒゲコウモリ,moe_redlist,Myotis pruinosus,verbatim,2432426,"Myotis pruinosus Yoshiyuki, 1971",Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,SPECIES,EXACT,99,ACCEPTED,
cestraeus plicatilis,Cestraeus plicatilis,カワボラ,moe_redlist,Cestraeus plicatilis,verbatim,5212576,"Cestraeus plicatilis Valenciennes, 1836",Animalia,Chordata,,Mugiliformes,Mugilidae,Cestraeus,SPECIES,EXACT,99,ACCEPTED,
glipa kurosawai,Glipa kurosawai,クロサワオビハナノミ,moe_redlist,Glipa kurosawai,verbatim,1046030,"Glipa LeConte, 1859",Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Glipa,GENUS,HIGHERRANK,94,ACCEPTED,
truncatella sp. b,Truncatella sp. B,アソブイトクビキレ,moe_redlist,Truncatella sp. B,verbatim,,,,,,,,,,NONE,100,,
parabeloniscus shimojanai,Parabeloniscus shimojanai,クメコシビロザトウムシ,moe_redlist,Parabeloniscus shimojanai,verbatim,6905072,"Parabeloniscus shimojanai Suzuki, 1971",Animalia,Arthropoda,Arachnida,Opiliones,Epedanidae,Parabeloniscus,SPECIES,EXACT,99,ACCEPTED,
urocampus carinirostris,Urocampus carinirostris,ミナミオクヨウジ,moe_redlist,Urocampus carinirostris,verbatim,2332792,"Urocampus carinirostris Castelnau, 1872",Animalia,Chordata,,Syngnathiformes,Syngnathidae,Urocampus,SPECIES,EXACT,99,ACCEPTED,
driocephalus cerebrinoxius,Driocephalus cerebrinoxius,サメノハナヤドリ,moe_redlist,Driocephalus cerebrinoxius,verbatim,4331294,"Driocephalus cerebrinoxius (Diebakate, Raibaut & Kabata, 1997)",Animalia,Arthropoda,Copepoda,Siphonostomatoida,Sphyriidae,Driocephalus,SPECIES,EXACT,99,ACCEPTED,
lamellibrachia satsuma,Lamellibrachia satsuma,鹿児島湾のサツマハオリムシ,moe_redlist,Lamellibrachia satsuma,verbatim,2329587,"Lamellibrachia satsuma Miura, 1997",Animalia,Annelida,Polychaeta,Sabellida,Siboglinidae,Lamellibrachia,SPECIES,EXACT,99,ACCEPTED,
juncus gracillimus (buchenau) v.i.krecz. & gontsch.,Juncus gracillimus (Buchenau) V.I.Krecz. & Gontsch.,ドロイ,kanagawa_redlist,Juncus gracillimus (Buchenau) V.I.Krecz. & Gontsch.,verbatim,2701558,Juncus gracillimus (Buchenau) V.I.Krecz. & Gontsch.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,SPECIES,EXACT,100,ACCEPTED,
leptodontium pergemmascens broth.,Leptodontium pergemmascens Broth.,サジバオウゴンゴケ,kanagawa_redlist,Leptodontium pergemmascens Broth.,verbatim,7629162,Leptodontium pergemmascens Broth.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Leptodontium,SPECIES,EXACT,100,SYNONYM,
pyrrhoderma adamantinum (berk.) imazeki,Pyrrhoderma adamantinum (Berk.) Imazeki,ムサシタケ,kanagawa_redlist,Pyrrhoderma adamantinum (Berk.) Imazeki,verbatim,2520846,Pyrrhoderma adamantinum (Berk.) Imazeki,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,SPECIES,EXACT,100,SYNONYM,
"gynacantha japonica bartenev, 1909","Gynacantha japonica Bartenev, 1909",カトリヤンマ,kanagawa_redlist,"Gynacantha japonica Bartenev, 1909",verbatim,1424794,"Gynacantha japonica Bartenev, 1910",Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Gynacantha,SPECIES,EXACT,100,ACCEPTED,
sus scrofa leucomystax,Sus scrofa leucomystax,徳之島などのニホンイノシシ,moe_ias_list,Sus scrofa leucomystax,verbatim,4262871,"Sus scrofa leucomystax Temminck, 1842",Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,SUBSPECIES,EXACT,98,ACCEPTED,
tilapia zillii,Tilapia zillii,ジルティラピア,moe_ias_list,Tilapia zillii,verbatim,2370692,"Tilapia zillei (Gervais, 1848)",Animalia,Chordata,,Perciformes,Cichlidae,Coptodon,SPECIES,FUZZY,96,SYNONYM,
balanus glandula,Balanus glandula,キタアメリカフジツボ,moe_ias_list,Balanus glandula,verbatim,2115706,"Balanus glandula Darwin, 1854",Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,SPECIES,EXACT,99,ACCEPTED,
opuntia spp.,Opuntia spp.,ウチワサボテン属,moe_ias_list,Opuntia spp.,verbatim,3084187,Opuntia Mill.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,GENUS,HIGHERRANK,92,ACCEPTED,
diomedea immutabilis,Diomedea immutabilis,コアホウドリ,moe_redlist,Diomedea immutabilis,verbatim,5229296,"Diomedea immutabilis Rothschild, 1893",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,SPECIES,EXACT,98,SYNONYM,
lycopodium sieboldii var. christensenianum,Lycopodium sieboldii var. christensenianum,リュウキュウヒモラン,moe_redlist,Lycopodium sieboldii var. christensenianum,verbatim,5836487,Lycopodium sieboldii Miq.,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,SPECIES,HIGHERRANK,98,SYNONYM,
schizophyllopsis bidens,Schizophyllopsis bidens,マエバラアミバゴケ,moe_redlist,Schizophyllopsis bidens,verbatim,9397234,"Schizophyllopsis bidens (Reinw., Blume & Nees) Váňa & L.Söderstr.",Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Schizophyllopsis,SPECIES,EXACT,99,ACCEPTED,
nitella furcata var. furcata,Nitella furcata var. furcata,フタマタフラスコモ,moe_redlist,Nitella furcata var. furcata,verbatim,7259132,Nitella furcata var. furcata,Plantae,Charophyta,Charophyceae,Charales,Characeae,Nitella,VARIETY,EXACT,97,DOUBTFUL,
juncus fouriei h.lev. & vaniot,Juncus fouriei H.Lev. & Vaniot,イヌイ,kanagawa_redlist,Juncus fouriei H.Lev. & Vaniot,verbatim,2701812,Juncus fauriei H.Lév. & Vaniot,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,SPECIES,FUZZY,100,ACCEPTED,
