place_id,place_kind,external_key,name_ja,lat,lon,reason
jp-14:place:site.jiban-chinka-T-23,site,kanagawa_jiban_chinka__T-23,,,,https://www.pref.kanagawa.jp/documents/38669/r5table.xlsx#r5table.xlsx!表4!row11_col11（data/processed/kanagawa_jiban_chinka.csv well_id=T-23; scripts/c84_jiban_chinka.py; 原本(地盤沈下観測井台帳)に緯度経度の記載なし）
jp-14:place:site.jiban-chinka-T-37,site,kanagawa_jiban_chinka__T-37,,,,https://www.pref.kanagawa.jp/documents/38669/r5table.xlsx#r5table.xlsx!表4!row8_col11（data/processed/kanagawa_jiban_chinka.csv well_id=T-37; scripts/c84_jiban_chinka.py; 原本(地盤沈下観測井台帳)に緯度経度の記載なし）
jp-14:place:site.jiban-chinka-T-49,site,kanagawa_jiban_chinka__T-49,,,,https://www.pref.kanagawa.jp/documents/38669/r5table.xlsx#r5table.xlsx!表4!row37_col11（data/processed/kanagawa_jiban_chinka.csv well_id=T-49; scripts/c84_jiban_chinka.py; 原本(地盤沈下観測井台帳)に緯度経度の記載なし）
jp-14:place:site.jiban-chinka-T-53,site,kanagawa_jiban_chinka__T-53,,,,https://www.pref.kanagawa.jp/documents/38669/r5table.xlsx#r5table.xlsx!表4!row42_col11（data/processed/kanagawa_jiban_chinka.csv well_id=T-53; scripts/c84_jiban_chinka.py; 原本(地盤沈下観測井台帳)に緯度経度の記載なし）
jp-14:place:site.jiban-chinka-T-63,site,kanagawa_jiban_chinka__T-63,,,,https://www.pref.kanagawa.jp/documents/38669/r5table.xlsx#r5table.xlsx!表4!row34_col11（data/processed/kanagawa_jiban_chinka.csv well_id=T-63; scripts/c84_jiban_chinka.py; 原本(地盤沈下観測井台帳)に緯度経度の記載なし）
jp-14:place:site.jiban-chinka-T-73,site,kanagawa_jiban_chinka__T-73,,,,https://www.pref.kanagawa.jp/documents/38669/r5table.xlsx#r5table.xlsx!表4!row54_col11（data/processed/kanagawa_jiban_chinka.csv well_id=T-73; scripts/c84_jiban_chinka.py; 原本(地盤沈下観測井台帳)に緯度経度の記載なし）
jp-14:place:site.jiban-chinka-旧29,site,kanagawa_jiban_chinka__旧29,寒川観測所,,,https://www.pref.kanagawa.jp/documents/38669/r5table.xlsx#r5table.xlsx!表9!well旧29（data/processed/kanagawa_jiban_chinka.csv well_id=旧29; scripts/c84_jiban_chinka.py; 原本(地盤沈下観測井台帳)に緯度経度の記載なし）
jp-14:place:site.jiban-chinka-渡4A,site,kanagawa_jiban_chinka__渡4A,,,,https://www.pref.kanagawa.jp/documents/38669/r5table.xlsx#r5table.xlsx!表4!row49_col11（data/processed/kanagawa_jiban_chinka.csv well_id=渡4A; scripts/c84_jiban_chinka.py; 原本(地盤沈下観測井台帳)に緯度経度の記載なし）
jp-14:place:site.jiban-chinka-県全体,site,kanagawa_jiban_chinka__県全体,神奈川県（県全体、地点ではなく集計値）,,,神奈川県地盤沈下観測 表4 の県全体集計行（個別の観測井戸ではない）。scripts/c84_jiban_chinka.py 参照。集計値のため座標なし。
jp-14:place:site.sagamihara-taiki-sagamihara_101,site,sagamihara_taiki_stations__sagamihara_101,市役所,,,f35dfc4d-cdd9-4b85-81c0-55503b2cfeb6#101（data/processed/sagamihara_taiki_stations.csv station_id=sagamihara_101; scripts/c13_sagamihara_taiki.py; CKAN リソースに緯度経度の記載なし）
jp-14:place:site.sagamihara-taiki-sagamihara_105,site,sagamihara_taiki_stations__sagamihara_105,津久井,,,f35dfc4d-cdd9-4b85-81c0-55503b2cfeb6#105（data/processed/sagamihara_taiki_stations.csv station_id=sagamihara_105; scripts/c13_sagamihara_taiki.py; CKAN リソースに緯度経度の記載なし）
jp-14:place:site.soramame-soramame_14206010,site,soramame_stations_kanagawa__soramame_14206010,小田原市役所,,,"https://soramame.env.go.jp/data/sokutei/existence/2026/08/29/13.csv#14206010（data/processed/soramame_stations_kanagawa.csv station_id=soramame_14206010, 住所=小田原市荻窪３００; scripts/c11_soramame.py: そらまめ君の公開CSVに緯度経度は含まれない）"
jp-14:place:site.soramame-soramame_14209050,site,soramame_stations_kanagawa__soramame_14209050,津久井,,,"https://soramame.env.go.jp/data/sokutei/existence/2026/08/29/13.csv#14209050（data/processed/soramame_stations_kanagawa.csv station_id=soramame_14209050, 住所=相模原市緑区中野633; scripts/c11_soramame.py: そらまめ君の公開CSVに緯度経度は含まれない）"
jp-14:place:site.soramame-soramame_14321010,site,soramame_stations_kanagawa__soramame_14321010,寒川町役場,,,"https://soramame.env.go.jp/data/sokutei/existence/2026/08/29/13.csv#14321010（data/processed/soramame_stations_kanagawa.csv station_id=soramame_14321010, 住所=高座郡寒川町宮山１６５; scripts/c11_soramame.py: そらまめ君の公開CSVに緯度経度は含まれない）"
jp-14:place:site.soramame-soramame_14401010,site,soramame_stations_kanagawa__soramame_14401010,愛川町角田,,,"https://soramame.env.go.jp/data/sokutei/existence/2026/08/29/13.csv#14401010（data/processed/soramame_stations_kanagawa.csv station_id=soramame_14401010, 住所=愛甲郡愛川町角田１０４－４; scripts/c11_soramame.py: そらまめ君の公開CSVに緯度経度は含まれない）"
jp-14:place:site.yokohama-waterlevel-unknown,site,yokohama_river_waterlevel__,,,,site_id の局番コードが空文字（原本側で局が特定できない欠測行）。data/processed/yokohama_river_waterlevel_stations.csv に対応する行なし。
